RA,CÓDIGO TURMA,TURMA
11201721491,NB1BCL0306-15SA,Biodiversidade: Interações entre organismos e ambiente B1-Noturno (Santo André)
11201721491,NB4BCJ0204-15SA,Fenômenos Mecânicos B4-Noturno (Santo André)
11201721491,NB2BCN0404-15SA,Geometria Analítica B2-Noturno (Santo André)
11201721491,NB2BCM0504-15SA,Natureza da Informação B2-Noturno (Santo André)
11014014,NAESTM004-17SA,Ciência dos Materiais A-Noturno (Santo André)
11014014,DAESZM021-17SA,Matérias Primas Cerâmicas A-Matutino (Santo André)
11014014,NAESZM002-17SA,Nanociência e Nanotecnologia A-Matutino (Santo André)
11014014,NAESTM009-17SA,Termodinâmica Estatística de Materiais A-Noturno (Santo André)
21066714,NAMCTB001-17SA,Álgebra Linear A-Noturno (Santo André)
21066714,NAESZR004-13SB,Desafios do Pré-Sal e a Inserção Internacional do Brasil A-Noturno (São Bernardo)
21066714,DAESHR004-13SB,Economia Política Internacional da Energia A-Matutino (São Bernardo)
21066714,NABCK0103-15SB,Física Quântica A-Noturno (São Bernardo)
21066714,DABCN0405-15SB,Introdução às Equações Diferenciais Ordinárias A-Matutino (São Bernardo)
13201713125,DBMCTB001-17SA,Álgebra Linear B-Matutino (Santo André)
13201713125,NANHT3012-15SA,Física do Contínuo A-Noturno (Santo André)
13201713125,NA2BCK0103-15SA,Física Quântica A2-Noturno (Santo André)
13201713125,DAMCTD010-13SA,História da Matemática A-Matutino (Santo André)
11079310,NAMCZA016-15SA,Gestão de projetos de software A-Noturno (Santo André)
11039910,NAESTU024-17SA,Análise de Sistemas e Modelagem Ambiental A-Noturno (Santo André)
11039910,NA1ESTU029-17SA,Hidráulica de Condutos Livres A1-Noturno (Santo André)
11039910,NAESTU011-17SA,Planejamento Urbano e Metropolitano A-Noturno (Santo André)
11039910,NAESZU031-17SA,Reúso de Água A-Noturno (Santo André)
11039910,NAESTU020-17SA,Transferência de Massa A-Noturno (Santo André)
11001612,NB1ESTA004-17SA,Circuitos Elétricos II B1-Noturno (Santo André)
11001612,DAESTE016-17SA,Introdução aos Sistemas Elétricos de Potência A-Matutino (Santo André)
11001612,NAESTE017-17SA,Operação de Sistemas Elétricos de Potência A-Noturno (Santo André)
11068616,DBMCTB001-17SA,Álgebra Linear B-Matutino (Santo André)
11068616,DA1BCL0308-15SA,"Bioquímica: Estrutura, Propriedade e Funções de Biomoléculas A1-Matutino (Santo André)"
11068616,DA1BCK0103-15SA,Física Quântica A1-Matutino (Santo André)
11068616,DCMCTA028-15SA,Programação Estruturada C-Matutino (Santo André)
11201722898,NA2BCL0306-15SB,Biodiversidade: Interações entre organismos e ambiente A2-Noturno (São Bernardo)
11201722898,NA1BCN0402-15SB,Funções de Uma Variável A1-Noturno (São Bernardo)
11201722898,NA1BCM0504-15SB,Natureza da Informação A1-Noturno (São Bernardo)
11007816,DBMCTB009-17SA,Cálculo Numérico B-Matutino (Santo André)
11007816,DANHH2009-13SB,Ética A-Matutino (São Bernardo)
11007816,DA1BCN0402-15SA,Funções de Uma Variável A1-Matutino (Santo André)
11007816,DA1BCN0404-15SA,Geometria Analítica A1-Matutino (Santo André)
11201721482,DA3BCL0306-15SA,Biodiversidade: Interações entre organismos e ambiente A3-Matutino (Santo André)
11201721482,DA9BCJ0204-15SA,Fenômenos Mecânicos A9-Matutino (Santo André)
11201721482,DA3BCN0402-15SA,Funções de Uma Variável A3-Matutino (Santo André)
11201721482,DA1BCN0404-15SA,Geometria Analítica A1-Matutino (Santo André)
11201721482,DA3BCM0504-15SA,Natureza da Informação A3-Matutino (Santo André)
11201722498,NB1BIS0003-15SB,Bases Matemáticas B1-Noturno (São Bernardo)
11201722498,NBBHO1335-15SB,Formação do Sistema Internacional B-Noturno (São Bernardo)
11201722498,NBBHO1101-15SB,Introdução à Economia B-Noturno (São Bernardo)
11201722498,NBBHO0001-15SB,Introdução às Humanidades e Ciências Sociais B-Noturno (São Bernardo)
11058813,NANHT4002-13SA,Bioquímica Experimental A-Noturno (Santo André)
11058813,NANHT4049-15SA,Estrutura da Matéria Avançada A-Noturno (Santo André)
11058813,NA1BCK0103-15SA,Física Quântica A1-Noturno (Santo André)
11112313,DBMCTB001-17SA,Álgebra Linear B-Matutino (Santo André)
11112313,DAESTO016-17SB,Fenômenos de Transporte A-Matutino (São Bernardo)
11112313,DAESTO008-17SA,Mecânica dos Sólidos I A-Matutino (Santo André)
11132909,DAESZM032-17SA,Biomateriais A-Matutino (Santo André)
11132909,NAESZM022-17SA,Cerâmicas Especiais e Refratárias A-Noturno (Santo André)
11132909,NAESZM002-17SA,Nanociência e Nanotecnologia A-Matutino (Santo André)
11132909,NAESZM041-17SA,Processamento e Conformação de Metais II A-Noturno (Santo André)
11201723094,NAESHP004-13SB,"Cidadania, Direitos e Desigualdades A-Noturno (São Bernardo)"
11201723094,DCBHO1101-15SB,Introdução à Economia C-Matutino (São Bernardo)
11201723094,NAESHP013-13SB,Introdução ao Direito Constitucional A-Noturno (São Bernardo)
11201723094,NAESHP014-13SB,Introdução às Políticas Públicas A-Noturno (São Bernardo)
11201723094,DAESHT010-17SB,Métodos de Planejamento A-Matutino (São Bernardo)
11201723094,NAESHP019-13SB,Regimes e Formas de Governo A-Noturno (São Bernardo)
11047310,NBESTU024-17SA,Análise de Sistemas e Modelagem Ambiental B-Noturno (Santo André)
11047310,NB2ESTU026-17SA,Caracterização de Matrizes Ambientais B2-Noturno (Santo André)
11047310,NA1ESTO001-17SA,Circuitos Elétricos e Fotônica A1-Noturno (Santo André)
11047310,NAESHT005-17SB,Economia do Território A-Noturno (São Bernardo)
11047310,NBESTO903-17SB,Engenharia Unificada II B-Noturno (São Bernardo)
11117316,NA2BIS0003-15SA,Bases Matemáticas A2-Noturno (Santo André)
11117316,NB1BCL0308-15SA,"Bioquímica: Estrutura, Propriedade e Funções de Biomoléculas B1-Noturno (Santo André)"
11117316,NB1BCJ0204-15SA,Fenômenos Mecânicos B1-Noturno (Santo André)
11117316,NBBIN0406-15SA,Introdução à Probabilidade e à Estatística B-Noturno (Santo André)
11117316,DAESZU017-17SA,Sensoriamento Remoto A-Matutino (Santo André)
11201722552,DB1BCL0306-15SA,Biodiversidade: Interações entre organismos e ambiente B1-Matutino (Santo André)
11201722552,DB4BCJ0204-15SA,Fenômenos Mecânicos B4-Matutino (Santo André)
11201722552,DB2BCN0402-15SA,Funções de Uma Variável B2-Matutino (Santo André)
11201722552,DB1BCN0404-15SA,Geometria Analítica B1-Matutino (Santo André)
11201722552,DB3BCM0504-15SA,Natureza da Informação B3-Matutino (Santo André)
21045615,DAESHP004-13SB,"Cidadania, Direitos e Desigualdades A-Matutino (São Bernardo)"
21045615,NAESHP007-13SB,Federalismo e Políticas Públicas A-Noturno (São Bernardo)
21045615,NAESHP014-13SB,Introdução às Políticas Públicas A-Noturno (São Bernardo)
21045615,NAESHP027-14SB,Poder Local A-Noturno (São Bernardo)
21045615,DAESHP019-13SB,Regimes e Formas de Governo A-Matutino (São Bernardo)
11073516,DAMCTB009-17SA,Cálculo Numérico A-Matutino (Santo André)
11073516,DANHZ5020-15SA,Educação inclusiva A-Matutino (Santo André)
11073516,DA2BIQ0602-15SA,Estrutura e Dinâmica Social A2-Matutino (Santo André)
11073516,DA1BCK0103-15SA,Física Quântica A1-Matutino (Santo André)
11073516,DABIN0406-15SB,Introdução à Probabilidade e à Estatística A-Matutino (São Bernardo)
21034313,DAESHC003-17SB,Desenvolvimento Socioeconômico A-Matutino (São Bernardo)
21034313,DAESHC037-17SB,Econometria III A-Matutino (São Bernardo)
11005412,NAESHP022-14SB,Cultura Política A-Noturno (São Bernardo)
11005412,DAESZE105-17SA,Energia dos Oceanos A-Matutino (Santo André)
11005412,NAESTE035-17SA,Engenharia Eólica A-Noturno (Santo André)
11005412,NAESTA016-17SA,Máquinas Elétricas A-Noturno (Santo André)
11005412,NAESTE017-17SA,Operação de Sistemas Elétricos de Potência A-Noturno (Santo André)
11005412,NAESZE106-17SA,Sistemas Fotovoltaicos Conectados à Rede Elétrica A-Noturno (Santo André)
21007515,NAMCTB001-17SB,Álgebra Linear A-Noturno (São Bernardo)
21007515,NAESTO013-17SB,Engenharia Econômica A-Noturno (São Bernardo)
21007515,NABCS0002-15SB,Projeto Dirigido A-Noturno (São Bernardo)
21007515,NAESHR017-13SB,Sistema ONU e os Desafios do Multilateralismo A-Noturno (São Bernardo)
11201722923,NAESZM022-17SA,Cerâmicas Especiais e Refratárias A-Noturno (Santo André)
11201722923,NAESTM011-17SA,"Propriedades Elétricas, Magnéticas e Ópticas A-Noturno (Santo André)"
11201721691,DA3BCK0103-15SA,Física Quântica A3-Matutino (Santo André)
11201721691,DA2BCN0404-15SA,Geometria Analítica A2-Matutino (Santo André)
21045816,DB3BCL0308-15SA,"Bioquímica: Estrutura, Propriedade e Funções de Biomoléculas B3-Matutino (Santo André)"
21045816,DS3BCJ0204-15SA,Fenômenos Mecânicos S3-Matutino (Santo André)
21045816,DB1BCK0103-15SA,Física Quântica B1-Matutino (Santo André)
21045816,DAESTO005-17SB,Introdução às Engenharias A-Matutino (São Bernardo)
21045816,DAESTA019-17SA,Projeto Assistido por Computador A-Matutino (Santo André)
13201723130,NAESHR022-14SB,Abordagens Tradicionais das Relações Internacionais A-Noturno (São Bernardo)
13201723130,NAESHR004-13SB,Economia Política Internacional da Energia A-Noturno (São Bernardo)
13201723130,NAESHR006-13SB,Formação Histórica da América Latina A-Noturno (São Bernardo)
13201723130,NAESHR026-14SB,História do Terceiro Mundo A-Noturno (São Bernardo)
13201723130,NABHP0202-15SB,Pensamento Crítico A-Noturno (São Bernardo)
11060015,NB1MCTB001-17SA,Álgebra Linear B1-Noturno (Santo André)
11060015,DAESTE030-17SA,Engenharia de Petróleo e Gás A-Matutino (Santo André)
11060015,DAESHR006-13SB,Formação Histórica da América Latina A-Matutino (São Bernardo)
11060015,NAESTO011-17SA,Fundamentos de Desenho Técnico A-Noturno (Santo André)
11201720366,NA1BIS0003-15SB,Bases Matemáticas A1-Noturno (São Bernardo)
11201720366,NABHO1335-15SB,Formação do Sistema Internacional A-Noturno (São Bernardo)
11201720366,NABHO1101-15SB,Introdução à Economia A-Noturno (São Bernardo)
11201720366,NABHO0001-15SB,Introdução às Humanidades e Ciências Sociais A-Noturno (São Bernardo)
11201720366,NABHP0202-15SB,Pensamento Crítico A-Noturno (São Bernardo)
21049112,NAESZG013-17SB,Empreendedorismo A-Noturno (São Bernardo)
21049112,NBBCN0404-15SB,Geometria Analítica B-Noturno (São Bernardo)
21049112,NABIN0406-15SB,Introdução à Probabilidade e à Estatística A-Noturno (São Bernardo)
21049112,NAESHT010-17SB,Métodos de Planejamento A-Noturno (São Bernardo)
21049112,NB3BCM0504-15SA,Natureza da Informação B3-Noturno (Santo André)
11067013,NBESTU024-17SA,Análise de Sistemas e Modelagem Ambiental B-Noturno (Santo André)
11067013,NB2ESTU026-17SA,Caracterização de Matrizes Ambientais B2-Noturno (Santo André)
11067013,NA2BCK0103-15SA,Física Quântica A2-Noturno (Santo André)
11067013,NAESZU035-17SA,Geomorfologia A-Noturno (Santo André)
11067013,NAESZU028-17SA,Geotecnia Aplicada ao Planejamento Urbano-Ambiental A-Noturno (Santo André)
11067013,DABCN0405-15SA,Introdução às Equações Diferenciais Ordinárias A-Matutino (Santo André)
21038813,NABIJ0207-15SB,Bases Conceituais da Energia A-Noturno (São Bernardo)
21038813,NAESHC003-17SB,Desenvolvimento Socioeconômico A-Noturno (São Bernardo)
21038813,DAESHC034-17SB,Economia e Meio Ambiente A-Matutino (São Bernardo)
21038813,NAESHR008-13SB,Globalização e os Processos de Integração Regional A-Noturno (São Bernardo)
21038813,NAESHP027-14SB,Poder Local A-Noturno (São Bernardo)
21038813,DAESHC039-17SB,Questões Metodológicas em Economia A-Matutino (São Bernardo)
11013313,NAESTB029-17SB,Análise e Controle de Sistemas Mecânicos A-Noturno (São Bernardo)
11013313,NAESTB007-17SB,Biomecânica I A-Noturno (São Bernardo)
11013313,NB1ESTA002-17SA,Circuitos Elétricos I B1-Noturno (Santo André)
11013313,NA1ESTO004-17SB,Instrumentação e Controle A1-Noturno (São Bernardo)
21024610,NAESTO016-17SB,Fenômenos de Transporte A-Noturno (São Bernardo)
21024610,NAESTO014-17SA,Termodinâmica Aplicada I A-Noturno (Santo André)
11041710,NAESTG004-17SB,"Elaboração, Análise e Avaliação de Projetos A-Noturno (São Bernardo)"
11041710,NAESZG042-17SB,Metodologia de Análise de Riscos A-Noturno (São Bernardo)
11041710,NAESZG007-17SB,Simulação de Modelos de Gestão A-Noturno (São Bernardo)
11201722433,DA2BCL0306-15SA,Biodiversidade: Interações entre organismos e ambiente A2-Matutino (Santo André)
11201722433,DA7BCJ0204-15SA,Fenômenos Mecânicos A7-Matutino (Santo André)
11201722433,DA2BCN0402-15SA,Funções de Uma Variável A2-Matutino (Santo André)
11201722433,DA3BCN0404-15SA,Geometria Analítica A3-Matutino (Santo André)
11201722433,DA1BCM0504-15SA,Natureza da Informação A1-Matutino (Santo André)
11057316,NBBIR0603-15SB,"Ciência, Tecnologia e Sociedade B-Noturno (São Bernardo)"
11057316,NA2BCJ0204-15SB,Fenômenos Mecânicos A2-Noturno (São Bernardo)
11057316,NABCN0405-15SB,Introdução às Equações Diferenciais Ordinárias A-Noturno (São Bernardo)
11100809,NANHZ1024-15SA,Etnofarmacologia A-Noturno (Santo André)
11100809,NBBCN0405-15SA,Introdução às Equações Diferenciais Ordinárias B-Noturno (Santo André)
11100809,NAESTO014-17SA,Termodinâmica Aplicada I A-Noturno (Santo André)
11036112,DAMCTA004-17SA,Arquitetura de Computadores A-Matutino (Santo André)
11036112,DAMCTA037-17SA,Banco de Dados A-Matutino (Santo André)
11036112,DAMCTA008-17SA,Computação Gráfica A-Matutino (Santo André)
11036112,DAMCZA019-17SA,Programação para Web A-Matutino (Santo André)
11036112,DAMCTA027-17SA,Teoria dos Grafos A-Matutino (Santo André)
11015113,NANHT4001-15SA,Análise Química Instrumental A-Noturno (Santo André)
11015113,DAESTE033-17SA,Engenharia Solar Fotovoltaica A-Matutino (Santo André)
11015113,DAESTM008-17SA,Materiais Compósitos A-Matutino (Santo André)
11077012,NA1BCK0103-15SA,Física Quântica A1-Noturno (Santo André)
11077012,NBBCN0405-15SA,Introdução às Equações Diferenciais Ordinárias B-Noturno (Santo André)
11077012,NA1BCS0002-15SA,Projeto Dirigido A1-Noturno (Santo André)
21079813,DA2ESTO001-17SA,Circuitos Elétricos e Fotônica A2-Matutino (Santo André)
21079813,DAESTS015-17SB,Combustão I A-Matutino (São Bernardo)
21079813,DAESTS004-17SB,Desempenho de Aeronaves A-Matutino (São Bernardo)
21079813,DAESTO903-17SB,Engenharia Unificada II A-Matutino (São Bernardo)
21079813,DAESTO016-17SA,Fenômenos de Transporte A-Matutino (Santo André)
21079813,DBNHI5015-15SA,LIBRAS B-Matutino (Santo André)
21079813,NAESTO015-17SA,Mecânica dos Fluidos I A-Noturno (Santo André)
21079813,DAESTO012-17SB,Princípios de Administração A-Matutino (São Bernardo)
11076910,NBESTU024-17SA,Análise de Sistemas e Modelagem Ambiental B-Noturno (Santo André)
11076910,NAESTA011-17SA,Automação de Sistemas Industriais A-Noturno (Santo André)
11076910,DAESZG013-17SB,Empreendedorismo A-Matutino (São Bernardo)
11068412,NA1BCN0402-15SA,Funções de Uma Variável A1-Noturno (Santo André)
11068412,NA4BCN0404-15SA,Geometria Analítica A4-Noturno (Santo André)
11024616,DBMCTB001-17SA,Álgebra Linear B-Matutino (Santo André)
11024616,DA5BCL0308-15SA,"Bioquímica: Estrutura, Propriedade e Funções de Biomoléculas A5-Matutino (Santo André)"
11024616,DBBIN0406-15SB,Introdução à Probabilidade e à Estatística B-Matutino (São Bernardo)
11024616,DANHI2049-13SB,Lógica Básica A-Matutino (São Bernardo)
11024616,DAMCTA017-17SA,Programação Matemática A-Matutino (Santo André)
11102813,NAESTA004-17SA,Circuitos Elétricos II A-Noturno (Santo André)
11102813,NA2ESTA008-17SA,Sistemas de Controle II A2-Noturno (Santo André)
21072413,NAESHR007-14SB,Geografia política A-Noturno (São Bernardo)
21072413,NB1BHO1101-15SB,Introdução à Economia B1-Noturno (São Bernardo)
21072413,NAESHP026-14SB,"Participação, Movimentos Sociais e Políticas Públicas A-Noturno (São Bernardo)"
11090711,NAESTE015-17SA,Fundamentos de Conversão de Energia Elétrica A-Noturno (Santo André)
21089815,NAESTO013-17SA,Engenharia Econômica A-Noturno (Santo André)
21089815,DBBCN0405-15SA,Introdução às Equações Diferenciais Ordinárias B-Matutino (Santo André)
21089815,NB1BCM0504-15SA,Natureza da Informação B1-Noturno (Santo André)
11074613,DB2ESTA002-17SA,Circuitos Elétricos I B2-Matutino (Santo André)
11074613,DAESTI007-17SA,Comunicação Digital A-Matutino (Santo André)
11074613,DAESTO016-17SA,Fenômenos de Transporte A-Matutino (Santo André)
11074613,DAESTI018-17SA,Ondas Eletromagnéticas Aplicadas A-Matutino (Santo André)
11074613,DBMCTA028-15SA,Programação Estruturada B-Matutino (Santo André)
21031914,DAESHR004-13SB,Economia Política Internacional da Energia A-Matutino (São Bernardo)
21031914,DAESHR008-13SB,Globalização e os Processos de Integração Regional A-Matutino (São Bernardo)
21031914,DABIN0406-15SB,Introdução à Probabilidade e à Estatística A-Matutino (São Bernardo)
21031914,DAESZR019-14SB,Regimes de negociação financeira internacional e a atuação brasileira A-Matutino (São Bernardo)
21031914,DAESHR017-13SB,Sistema ONU e os Desafios do Multilateralismo A-Matutino (São Bernardo)
21001113,NAESZR004-13SB,Desafios do Pré-Sal e a Inserção Internacional do Brasil A-Noturno (São Bernardo)
21001113,NAESZR019-14SB,Regimes de negociação financeira internacional e a atuação brasileira A-Noturno (São Bernardo)
21067214,NAESHR022-14SB,Abordagens Tradicionais das Relações Internacionais A-Noturno (São Bernardo)
21067214,NAESHR006-13SB,Formação Histórica da América Latina A-Noturno (São Bernardo)
21067214,NAESHR007-14SB,Geografia política A-Noturno (São Bernardo)
21067214,NAESHR026-14SB,História do Terceiro Mundo A-Noturno (São Bernardo)
21067214,NAESHR011-13SB,Introdução ao Estudo do Direito A-Noturno (São Bernardo)
11057212,NANHZ4035-15SA,Processos Industriais Orgânicos e Inorgânicos A-Noturno (Santo André)
21054215,DANHH2009-13SB,Ética A-Matutino (São Bernardo)
21054215,DANHH2016-13SB,Filosofia da Ciência: o debate Popper-Kuhn e seus desdobramentos A-Matutino (São Bernardo)
21054215,DANHH2028-13SB,Filosofia Política A-Matutino (São Bernardo)
21054215,DANHI2049-13SB,Lógica Básica A-Matutino (São Bernardo)
11120714,NANHT4002-13SA,Bioquímica Experimental A-Noturno (Santo André)
11120714,DANHT4049-15SA,Estrutura da Matéria Avançada A-Matutino (Santo André)
11120714,DANHT4051-15SA,Química Analítica Clássica I A-Matutino (Santo André)
21082614,NAMCTA004-17SA,Arquitetura de Computadores A-Noturno (Santo André)
21082614,NA1MCTA008-17SA,Computação Gráfica A1-Noturno (Santo André)
21082614,NAMCTA027-17SA,Teoria dos Grafos A-Noturno (Santo André)
11103415,NABIJ0207-15SB,Bases Conceituais da Energia A-Noturno (São Bernardo)
11103415,DANHZ1008-15SA,Biologia do Desenvolvimento em Vertebrados A-Matutino (Santo André)
11103415,DS5BCJ0204-15SA,Fenômenos Mecânicos S5-Matutino (Santo André)
11103415,DABIN0406-15SA,Introdução à Probabilidade e à Estatística A-Matutino (Santo André)
11103415,DANHT1048-15SA,Sistemática e Biogeografia A-Matutino (Santo André)
11037216,DB4BCL0308-15SA,"Bioquímica: Estrutura, Propriedade e Funções de Biomoléculas B4-Matutino (Santo André)"
11037216,DBBIQ0602-15SA,Estrutura e Dinâmica Social B-Matutino (Santo André)
11037216,DBBIN0406-15SB,Introdução à Probabilidade e à Estatística B-Matutino (São Bernardo)
11037216,DSBCM0505-15SA,Processamento da Informação S-Matutino (Santo André)
11037216,DAESTU021-17SA,Transportes e Mobilidade Urbana A-Matutino (Santo André)
11033115,NBMCTB009-17SA,Cálculo Numérico B-Noturno (Santo André)
11033115,NA3BCN0402-15SA,Funções de Uma Variável A3-Noturno (Santo André)
11033115,NAESTO005-17SA,Introdução às Engenharias A-Noturno (Santo André)
11033115,NBESTO008-17SA,Mecânica dos Sólidos I B-Noturno (Santo André)
11047911,DANHT4049-15SA,Estrutura da Matéria Avançada A-Matutino (Santo André)
11047911,DANHT4051-15SA,Química Analítica Clássica I A-Matutino (Santo André)
11047911,DANHT4041-15SA,Química Orgânica Experimental A-Matutino (Santo André)
11201721427,DBBIS0003-15SB,Bases Matemáticas B-Matutino (São Bernardo)
11201721427,DBBHO1335-15SB,Formação do Sistema Internacional B-Matutino (São Bernardo)
11201721427,DBBHO1101-15SB,Introdução à Economia B-Matutino (São Bernardo)
11201721427,DBBHO0001-15SB,Introdução às Humanidades e Ciências Sociais B-Matutino (São Bernardo)
11201721427,DBBHP0202-15SB,Pensamento Crítico B-Matutino (São Bernardo)
21074216,NAESHR022-14SB,Abordagens Tradicionais das Relações Internacionais A-Noturno (São Bernardo)
21074216,NAESHR006-13SB,Formação Histórica da América Latina A-Noturno (São Bernardo)
21074216,NAESHR007-14SB,Geografia política A-Noturno (São Bernardo)
21074216,NAESHR011-13SB,Introdução ao Estudo do Direito A-Noturno (São Bernardo)
21074216,NAESZR019-14SB,Regimes de negociação financeira internacional e a atuação brasileira A-Noturno (São Bernardo)
11039715,NB1MCTB001-17SA,Álgebra Linear B1-Noturno (Santo André)
11039715,DBESTO006-17SA,Materiais e Suas Propriedades B-Matutino (Santo André)
11039715,DA1BCM0504-15SA,Natureza da Informação A1-Matutino (Santo André)
11039715,DAESTO012-17SA,Princípios de Administração A-Matutino (Santo André)
11039715,NB2BCS0002-15SA,Projeto Dirigido B2-Noturno (Santo André)
11039715,NBESTI003-17SA,Transformadas em Sinais e Sistemas Lineares B-Noturno (Santo André)
11102015,NA1ESTA002-17SA,Circuitos Elétricos I A1-Noturno (Santo André)
11102015,DBESTO013-17SB,Engenharia Econômica B-Matutino (São Bernardo)
11102015,DBESTO902-17SB,Engenharia Unificada I B-Matutino (São Bernardo)
11102015,NS5BCJ0204-15SA,Fenômenos Mecânicos S5-Noturno (Santo André)
11102015,DAESZB021-17SB,Introdução à Engenharia Biomédica A-Matutino (São Bernardo)
11008410,DAESTU024-17SA,Análise de Sistemas e Modelagem Ambiental A-Matutino (Santo André)
11008410,DBNHI5015-15SB,LIBRAS B-Matutino (São Bernardo)
11008410,NAESHT010-17SB,Métodos de Planejamento A-Noturno (São Bernardo)
11008410,DAESZU014-17SA,Métodos de Tomada de Decisão Aplicados ao Planejamento Urbano-Ambiental A-Matutino (Santo André)
11008410,DAESHT013-17SB,Oficina de Planejamento Macro e Meso Regional A-Matutino (São Bernardo)
11008410,DAESZU020-17SA,"Transportes, Uso e Ocupação do Solo A-Matutino (Santo André)"
11030116,NA5BCL0308-15SA,"Bioquímica: Estrutura, Propriedade e Funções de Biomoléculas A5-Noturno (Santo André)"
11030116,DAESTO013-17SA,Engenharia Econômica A-Matutino (Santo André)
11030116,NA2BIQ0602-15SA,Estrutura e Dinâmica Social A2-Noturno (Santo André)
11030116,NA2BCK0103-15SA,Física Quântica A2-Noturno (Santo André)
11030116,NBESTO011-17SA,Fundamentos de Desenho Técnico B-Noturno (Santo André)
11030116,DANHI5011-13SA,Políticas Educacionais A-Matutino (Santo André)
21021214,NAMCTB001-17SA,Álgebra Linear A-Noturno (Santo André)
21021214,NBESTO902-17SA,Engenharia Unificada I B-Noturno (Santo André)
21021214,NA1ESTG020-17SB,Sistemas e Processos de Produção A1-Noturno (São Bernardo)
21043114,NAESTO013-17SB,Engenharia Econômica A-Noturno (São Bernardo)
21043114,DAESTO012-17SB,Princípios de Administração A-Matutino (São Bernardo)
21043114,NB2BCS0002-15SA,Projeto Dirigido B2-Noturno (Santo André)
21061213,NAESHC003-17SB,Desenvolvimento Socioeconômico A-Noturno (São Bernardo)
21061213,NB2BCN0402-15SB,Funções de Uma Variável B2-Noturno (São Bernardo)
21061213,NAESHC019-17SB,História do Pensamento Econômico A-Noturno (São Bernardo)
21061213,NAESZC019-17SB,Introdução à Elaboração e Análise de Cenários Macroeconômicos A-Noturno (São Bernardo)
11201721854,NA2BCL0306-15SB,Biodiversidade: Interações entre organismos e ambiente A2-Noturno (São Bernardo)
11201721854,NA1BCJ0204-15SB,Fenômenos Mecânicos A1-Noturno (São Bernardo)
11201721854,NA1BCN0402-15SB,Funções de Uma Variável A1-Noturno (São Bernardo)
11201721854,NA1BCN0404-15SB,Geometria Analítica A1-Noturno (São Bernardo)
11081311,DAESHP018-14SB,Políticas Sociais A-Matutino (São Bernardo)
11018314,DAESTE037-17SA,Análise Econômica de Projetos Energéticos A-Matutino (Santo André)
11018314,NAESTO005-17SB,Introdução às Engenharias A-Noturno (São Bernardo)
11018314,DAESZG039-17SB,Lógica em Sistemas de Gestão A-Matutino (São Bernardo)
11018314,NBESTO012-17SB,Princípios de Administração B-Noturno (São Bernardo)
11201720976,NB1BCL0306-15SA,Biodiversidade: Interações entre organismos e ambiente B1-Noturno (Santo André)
11201720976,NB7BCJ0204-15SA,Fenômenos Mecânicos B7-Noturno (Santo André)
11201720976,NB3BCN0402-15SA,Funções de Uma Variável B3-Noturno (Santo André)
11201720976,NB2BCN0404-15SA,Geometria Analítica B2-Noturno (Santo André)
11201720976,NB2BCM0504-15SA,Natureza da Informação B2-Noturno (Santo André)
21084715,NAESHT001-17SB,Arranjos Institucionais e Marco Regulatório do Território A-Noturno (São Bernardo)
21084715,DAESHT003-17SB,Demografia A-Matutino (São Bernardo)
21084715,NAESHT023-17SB,Sociologia dos Territórios A-Noturno (São Bernardo)
11201721703,NBBCL0306-15SB,Biodiversidade: Interações entre organismos e ambiente B-Noturno (São Bernardo)
11201721703,NB3BCJ0204-15SB,Fenômenos Mecânicos B3-Noturno (São Bernardo)
11201721703,NBBCN0404-15SB,Geometria Analítica B-Noturno (São Bernardo)
21082612,NAESHC035-17SB,Econometria I A-Noturno (São Bernardo)
21082612,DAESHC034-17SB,Economia e Meio Ambiente A-Matutino (São Bernardo)
21082612,NAESHC028-17SB,Economia Política A-Noturno (São Bernardo)
21082612,DAESHR004-13SB,Economia Política Internacional da Energia A-Matutino (São Bernardo)
21082612,DAESZG013-17SB,Empreendedorismo A-Matutino (São Bernardo)
21016115,DAESHC035-17SB,Econometria I A-Matutino (São Bernardo)
21016115,DBBIN0406-15SB,Introdução à Probabilidade e à Estatística B-Matutino (São Bernardo)
21016115,DAESHC032-17SB,Macroeconomia II A-Matutino (São Bernardo)
21016115,DAESHC026-17SB,Microeconomia II A-Matutino (São Bernardo)
11047314,NAESTE015-17SA,Fundamentos de Conversão de Energia Elétrica A-Noturno (Santo André)
11047314,NAESZU035-17SA,Geomorfologia A-Noturno (Santo André)
11047314,NA2ESTE019-17SA,Instalações Elétricas I A2-Noturno (Santo André)
11047314,NAESTE027-17SA,Laboratório de Calor e Fluidos A-Noturno (Santo André)
11047314,NAESTO014-17SA,Termodinâmica Aplicada I A-Noturno (Santo André)
11061411,NB1BCL0308-15SB,"Bioquímica: Estrutura, Propriedade e Funções de Biomoléculas B1-Noturno (São Bernardo)"
11061411,DAESZG013-17SB,Empreendedorismo A-Matutino (São Bernardo)
11061411,DBBCN0404-15SB,Geometria Analítica B-Matutino (São Bernardo)
11061411,NAESHP013-13SB,Introdução ao Direito Constitucional A-Noturno (São Bernardo)
11050716,NBMCTB001-17SA,Álgebra Linear B-Noturno (Santo André)
11050716,NA5BCL0308-15SA,"Bioquímica: Estrutura, Propriedade e Funções de Biomoléculas A5-Noturno (Santo André)"
11050716,NBESTO016-17SA,Fenômenos de Transporte B-Noturno (Santo André)
